	Col-0h	Col-12h	Col-24h	28-0h	28-12h	28-24h	60-0h	60-12h	60-24h
AT3G20110	-0.077402738	-0.253954856	-0.180571377	0.171054133	-0.823552004	-1.144061601	-0.105323312	-0.893889048	0.044107267
AT3G20130	-0.0111384	-0.68554496	-0.445164946	-0.245452513	-1.094846503	-1.018128712	-0.425003512	-1.131295923	-1.028609075
AT3G20160	-0.867449146	-0.828740704	-1.290399116	-1.128519661	-2.651548004	-2.659349686	-1.515841262	-1.594222559	-2.292988872
AT3G20210	-0.198893909	-0.561566353	-0.13017369	-0.267051377	1.395714292	-2.302589694	1.006751109	-0.784535046	-1.788095905
AT3G20230	-0.046320122	-0.649607809	-0.837017612	-0.02107503	-1.135159796	-0.737695861	-0.07301561	-1.215210785	-0.414592826
AT3G20250	0.070740184	1.032753227	1.1833898	0.265243847	1.330969583	0.898274363	0.306266125	1.180673763	0.78260514
AT3G20340	-0.501379294	1.041334801	0.900636201	0.135901026	0.754238052	0.372006918	-0.042065243	1.744260972	-0.75945132
AT3G20360	-1.056424534	0.046237847	-0.200215372	-2.930522916	-1.736152958	-2.282371071	-1.266350856	-1.896223812	-1.568912977
AT3G20370	-0.670789288	-0.992595229	-0.782953502	-0.905724006	-1.72103764	-1.613389316	-0.594342203	-1.943584897	-1.182783897
AT3G20380	-0.182904996	0.773541036	0.549993661	-0.287111765	-0.345294251	-0.162193978	-0.524461645	-0.247046799	1.054546999
AT3G20395	-0.548448754	0.470899378	-0.91921968	-0.519718232	0.392089995	-0.859755631	-0.543533125	-0.233963865	-2.12784886
AT3G20410	-0.083046669	1.166087062	1.087010697	0.2198271	1.330395906	0.62246222	-0.071463748	1.19966633	0.492885302
AT3G20460	-1.595993102	-0.563799736	-0.648557196	-1.917802164	-2.81692705	-2.047131005	-1.711780629	-3.310079987	-1.66435179
AT3G20470	-0.00279256	-1.024672434	-0.76091889	-0.44849071	-0.487136274	-0.791507655	-0.398235121	-1.993368709	-1.584995624
AT3G20500	0.466466478	0.451751119	1.589092668	0.682831554	1.360111586	1.747116828	0.527795233	1.384341341	1.306080198
AT3G20510	-0.598938578	1.671947798	1.645394208	-1.041843241	1.789645776	1.559642412	-0.910064889	1.947188618	1.374966229
AT3G20600	-0.242488969	1.654973548	1.439136416	-0.22263535	1.635497682	1.684611654	-0.172193482	0.910531609	1.474709986
AT3G20630	0.576616596	0.733887653	0.764426475	0.693981815	1.252176106	0.928269246	0.611624555	1.226776759	0.445244803
AT3G20640	-0.269340249	-0.101725773	-1.074975199	-0.075869044	-0.56771331	-0.673498994	-0.324240761	-0.564823881	-0.514336439
AT3G20680	0.188893538	-0.53110497	-1.0091447	0.156481482	-1.30490185	-0.805819525	-0.070653994	-1.203754786	-0.601539608
AT3G20730	0.142067793	0.142484159	0.387582033	0.305467318	-0.724519803	0.668920982	-0.282816058	-0.993990214	-0.295024427
AT3G20810	0.144010963	-0.454687586	-1.985503912	0.118232826	-1.027018837	-0.8899107	-0.29768751	-0.119458924	-0.737525363
AT3G20820	-0.628797828	-0.923240052	-1.084350257	-0.578118586	-1.141218701	-0.935447758	-0.487554137	-1.28869534	-0.899535751
AT3G20940	0.548414123	-0.861384177	-0.341645464	-0.291195711	-2.113370614	-1.84355428	-0.070918544	-0.861726925	-1.481057685
AT3G21055	-0.55900308	-1.12791207	-1.535713866	-0.182080887	-1.178496897	-1.812313376	-0.040673059	-1.635301611	-1.449281425
AT3G21080	-0.052149056	2.642739746	3.237638074	-1.365597977	1.589517596	1.981520126	-0.386094298	0.749659121	2.707241225
AT3G21090	-0.081786777	-0.595981078	-0.800248837	-0.336365247	0.195830506	-0.231703159	-0.37913449	-0.711233086	-1.427641182
AT3G21110	0.031137977	-0.464962127	-0.763741161	-0.061924502	-0.771675794	-0.307412465	-0.00665592	-1.08994544	-0.713630768
AT3G21150	-0.889966277	0.116238742	1.831351461	-0.459805003	-0.107131856	0.245864817	-0.288403651	-0.738243954	0.308895919
AT3G21180	-1.089946946	-0.576544474	-0.579316668	-1.060679641	-3.339115536	-2.23580378	-1.284589383	-1.895138421	-1.157764796
AT3G21190	-0.134093689	-0.605900179	-0.406127184	-0.193797749	-0.973979356	-0.786921789	-0.280627758	-1.000279204	-0.384997554
AT3G21200	-0.150144433	-0.57965486	-0.485613981	-0.084908396	-0.788360031	-0.534566331	0.007307598	-1.001063303	-0.479741101
AT3G21230	-0.319260824	0.874502001	0.818573407	-0.43478291	1.033736383	0.330200155	-0.199254704	0.789866359	0.465251207
AT3G21295	0.347871556	0.937472449	0.800305133	0.598560902	1.225652707	1.108710937	0.289978965	1.243751964	0.801149026
AT3G21340	-1.087117179	-0.694503216	-0.708693459	-1.087208807	-3.586754085	-1.939740161	-1.488944579	-2.991422406	-1.62786478
AT3G21351	0.155181289	-0.337138589	-1.161528315	-0.248418912	-0.826885123	-1.134902997	-0.311375134	-1.24244669	-1.145416752
AT3G21460	-2.39087619	-1.40864506	-0.510395404	-1.381174445	1.767391027	-1.625417375	-2.772878817	1.03084889	-2.940507968
AT3G21500	1.103038015	0.668705492	5.318978446	0.068859297	2.696099389	5.359348436	1.504607396	-0.013902273	5.579457149
AT3G21520	-0.94371359	6.687968607	5.610781233	0.06560148	8.966485717	3.707676764	1.132831096	6.060038285	3.867067944
AT3G21530	-0.094768054	-0.366247864	-0.341453962	-0.213644094	-0.841647194	-1.022643734	-0.284745644	-1.235610902	-0.416405648
AT3G21560	-0.666640689	-1.03586418	0.195623005	-0.432242285	-1.21857072	0.107820764	-0.682987914	-1.252099533	0.13828153
AT3G21630	-0.129696832	1.719909845	1.246929618	-0.375327867	1.985149344	1.008850705	-0.19277228	1.746620386	0.812208604
AT3G21670	-0.003363666	-1.563633746	-0.850809275	-0.396478869	-2.350057307	-1.68992974	-0.227518939	-3.063815778	-0.94798609
AT3G21680	-0.841440875	-0.73098071	-0.452126271	-1.041362152	-1.862459149	-1.770768877	-0.887437136	-1.498486518	-1.693912545
AT3G21700	0.158506249	1.642719532	1.921560912	-0.060713633	1.590235399	1.683505947	0.169419268	1.915713103	1.713660938
AT3G21710	-0.504686122	0.372106854	-0.131226226	-0.410410152	-0.055915273	-1.038541672	-0.344175423	-0.017059532	-0.02775656
AT3G21720	0.567357643	0.834585768	0.333033397	1.317337626	2.31428278	2.656909921	0.728850527	2.314400333	1.172333481
AT3G21750	-0.039003339	-0.847522945	-0.392054652	0.19966249	-1.18609828	-0.61651126	-0.062904654	-1.591807171	-0.69808809
AT3G21755	0.416658554	-0.593242641	-1.852225253	0.292188799	-0.992963486	-1.460444952	-0.273440906	-0.911334168	-0.830790644
AT3G21760	-0.231748954	-1.215666054	-1.333043994	-0.264287161	-1.786596266	-1.277170481	-0.249351387	-2.125054214	-1.138340221
AT3G21780	0.907680809	3.033811453	2.17867439	1.412411628	3.186099389	2.047464661	1.39377475	2.313078567	1.261462602
AT3G21781	0.58981385	2.51084909	2.342624785	0.004315474	2.667443313	1.107572352	2.491830392	1.731760548	-0.023439971
AT3G21810	-0.191074506	1.035786146	0.69422283	0.101406679	0.787529762	0.879518986	-0.07975912	0.739178003	0.933846424
AT3G21870	-0.417297164	-1.720880296	-0.882975738	-0.888186971	-2.304105835	-1.730035252	-0.864904001	-2.702342837	-1.533862083
AT3G21890	0.199793983	-1.264169012	-0.009867332	0.582327489	-0.954001134	-0.584404581	0.204080163	-1.339983437	-0.737100522
AT3G21950	-0.105937363	-0.938040008	-1.32755485	-0.176860986	-1.869066293	-1.142780476	-0.116147441	-1.807451424	-0.47619477
AT3G22060	-1.152834485	2.303611149	2.549616874	-1.032841666	2.145118273	1.581271337	-0.947040787	1.142669428	1.181736378
AT3G22100	2.18924855	-0.032698487	1.716986562	1.170868496	0.405774869	2.508767623	1.575014394	1.524189099	1.086791149
AT3G22104	0.06194378	-0.175717755	-0.997265326	-0.011394451	-0.7340643	-0.745502634	-0.316609306	-1.056443607	-0.46345407
AT3G22120	-0.915325433	-0.958018825	-1.289487456	-0.913185562	-1.335634159	-0.615148175	-1.081036587	-2.174992166	-1.76500742
AT3G22142	-0.967457445	-0.907574409	-1.502073417	-0.794653043	-1.249923697	-1.207524138	-1.130541556	-1.312781643	-1.44432504
AT3G22150	0.120155294	-0.876347653	-1.127471806	-0.363069155	-1.76399803	-0.650148011	-0.046299326	-1.513974451	-0.518521184
AT3G22160	-0.233081113	1.667316347	2.094762062	0.21067409	1.863057976	1.703776136	-0.170929185	1.261675338	0.864312527
AT3G22210	-0.326048973	-1.215536888	-0.896802825	-1.073144898	-1.65649934	-1.260683397	-0.292267686	-2.219976998	-0.764296991
AT3G22231	-2.006764244	3.610372096	5.092966651	-5.405814133	2.435745535	5.227509967	0.618245445	-1.63651288	4.734229862
AT3G22235	-0.513997919	3.374035061	5.373858999	-2.105027078	3.54632023	5.133053775	0.704749042	0.569022952	5.313598917
AT3G22240	-1.024769946	0.344777882	0.742491293	-0.471889622	-0.176542198	-0.135943346	-0.437044027	-0.06097444	1.797132488
AT3G22260	0.345911372	1.468314319	1.220451125	0.459573922	1.507725672	1.323398384	0.391037092	1.893041582	1.370436536
AT3G22370	0.569707724	1.255419847	1.324303323	1.070137189	1.659684449	1.075388064	0.809189986	1.549386368	1.044516405
AT3G22460	-0.367707515	1.35165822	1.504586374	-0.570717495	1.956846491	0.887118723	0.216906381	2.126355738	1.069834538
AT3G22540	-0.125599354	-1.591507409	-1.200958081	0.724314503	-1.462458511	-2.126474227	-0.489130539	-1.134193899	-1.405724661
AT3G22550	0.121711584	-0.721068158	0.624686849	0.210369873	-0.611956354	0.845238541	0.086426355	-0.927298622	1.064162742
AT3G22570	-0.027659354	-0.857238872	-0.389400149	-0.159733293	-1.53757445	-2.60731199	0.177594874	-1.743256656	-1.715511094
AT3G22600	-0.165138381	2.701970799	3.342260757	-0.035174461	3.516407204	3.462173758	-0.173199385	3.87946081	2.671358119
AT3G22620	-0.828806915	0.287441645	0.108087143	0.022966379	0.443045106	-1.204986296	-0.804237759	0.550526258	-0.98891923
AT3G22740	-0.420559467	-1.644979473	1.28191782	-0.613730144	-0.620096825	1.148671591	0.247900491	-1.487876287	0.518480883
AT3G22830	-1.254586015	-0.322700104	-1.469535296	-0.408057716	-0.968900831	-1.639241164	-0.646822489	-0.611328158	-0.750738974
AT3G22840	-0.243966995	-1.395507351	1.011675391	-0.443421326	-1.566529562	0.039047136	-0.273927736	-1.990222017	-0.443101089
AT3G22910	1.048028964	2.775508851	3.980722932	1.994491391	5.066320907	5.76029209	1.841882328	3.649324086	5.081088633
AT3G22950	0.4016372	0.918978429	0.551509832	0.316710351	1.012973143	0.586352485	0.25865522	1.008480094	0.569974305
AT3G23010	-0.61972482	2.659255054	2.345467615	-0.236769272	2.434811083	2.293202534	-1.083618489	1.354639773	2.643313886
AT3G23050	-0.310121282	0.003395133	-1.114051586	-0.125403887	-0.30184802	-1.164104588	0.059854902	-0.565346613	-0.95075287
AT3G23070	-0.184414278	-0.711757122	-0.756241204	-0.04656903	-1.036141645	-0.476670243	-0.084480678	-0.997057825	-0.519526687
AT3G23080	-0.419817245	-0.911582805	-1.044886287	-0.342333739	-1.293029079	-0.781501819	-0.118870344	-0.856150577	-0.333898773
AT3G23090	-0.47608612	-0.761313754	-0.663157609	-0.180388803	-1.66801446	-2.107371303	-0.272195137	-1.557521856	-1.197151055
AT3G23110	-0.366256926	1.958691665	1.741053851	-0.524092789	1.292258224	1.266705505	-1.061582353	0.620253037	1.648748068
AT3G23120	-0.617864904	4.703450291	6.211023383	-1.087447045	5.05233288	5.354529161	-0.466077771	2.436013673	4.815423901
AT3G23150	0.008301951	1.024556561	0.395714192	0.23283166	0.709764769	0.84045146	0.093192303	0.64928805	0.438968088
AT3G23175	-0.834886971	0.198020859	-0.193039675	-0.871754611	-0.917092434	-1.121436554	-0.946448589	-1.000333959	-0.102166022
AT3G23190	-0.479475333	-0.259008821	-0.428347358	-0.475319329	-0.951071892	-0.987924033	-0.586949568	-1.718208954	-0.554113565
AT3G23240	1.086228393	4.766609928	4.883944345	0.412578931	4.444300567	3.988725425	0.62011572	2.069265266	2.565048396
AT3G23250	-0.992735098	3.285080041	3.403843721	-0.708647344	3.506312104	3.000710807	-0.766444199	2.2419832	2.121423746
AT3G23280	1.00428437	1.122059331	0.637580865	1.367458261	1.515609773	0.993494416	1.294839649	1.513048711	0.896043631
AT3G23290	0.052253751	-0.168246641	0.651529048	0.240789338	0.573340117	1.054448325	0.278231654	0.892998052	1.009332684
AT3G23410	0.345245068	-0.430260857	0.002230656	0.240445493	-0.970650618	-0.584361782	0.325630348	-1.188618157	0.02193815
AT3G23450	-0.072487574	-1.615095923	-1.043798562	-0.122028539	-2.067918599	-1.498570992	-0.408247248	-2.552196127	-1.385424258
AT3G23470	-0.055128947	-0.561973344	-0.758067137	-0.235402845	-1.317245737	-1.541209984	-0.800999008	-0.971257328	-1.567292243
AT3G23480	0.979692145	1.348320039	-1.565343217	-0.602170208	-1.081673376	-1.774905637	-1.262849018	-0.567379594	-0.11759235
AT3G23530	-0.153518715	0.865348912	1.578732333	-0.295941769	1.051139599	1.316344956	-0.259910095	1.092529403	1.083847147
AT3G23550	0.810895545	3.63815366	0.601269758	0.2471403	3.014086747	-0.146642468	1.548582772	1.547919964	-1.12515656
AT3G23570	-0.13751605	0.128845225	1.408451687	-0.167388207	0.860829245	1.141475358	0.263003313	0.920569323	1.476907704
AT3G23700	-0.062737402	-0.590531259	-1.164463488	-0.159318567	-1.398178851	-1.022587753	-0.041518285	-1.514477115	-0.669372941
AT3G23760	-0.087200242	-1.019036914	-0.717912978	-0.236541437	-1.469597226	-0.738670895	-0.20872185	-1.754627704	-0.769783556
AT3G23800	-0.319102353	-0.275964626	-0.66213709	-0.152341734	-0.362150373	-1.603586477	0.071946329	-0.598262122	-1.415757515
AT3G23810	-0.401837835	-1.404978922	-0.693446458	-0.270450005	-1.603003669	-1.048230825	-0.087838325	-1.890425677	-1.133661807
AT3G23820	-0.480812701	-1.169009697	-1.009107721	-0.372963504	-1.617798992	-1.32528022	-0.478547866	-1.803529061	-0.984267561
AT3G23840	-0.212065338	-0.581771108	-1.145203764	-0.154755352	-1.258487127	-0.782153521	-0.126365266	-0.897776534	-0.681721261
AT3G23870	-0.557198616	0.44538151	-0.513346781	-0.770763649	-1.672324072	-0.814505442	-0.444197278	-0.933666123	0.061438997
AT3G23880	-0.685678756	-1.211254727	-1.312209775	-0.953984052	-1.556657134	-1.092757815	-0.873892763	-0.940874008	-0.536761187
AT3G23930	-0.394594624	-0.73432605	-0.689766403	-0.367872538	-1.054684517	-0.055626881	-0.145107635	-1.810335145	-0.875681766
AT3G23940	-0.090665874	-0.503040436	-0.412753363	-0.084022431	-0.740147756	-0.363127837	-0.117016069	-1.089759616	-0.72517257
AT3G24020	-1.314698806	-0.081422842	-0.492586308	-1.295649165	-0.634731648	-2.637023193	-1.13025348	-1.044634245	-1.720148626
AT3G24090	2.479770413	3.102558478	2.306761359	1.646519566	2.311200125	1.252388021	2.224792356	2.87529199	1.932832879
AT3G24100	0.160934711	0.62908174	0.366575412	0.405463169	0.993081022	0.08321023	0.474739021	1.043673998	0.170412998
AT3G24170	0.093584973	0.004468007	1.057853841	0.29414295	0.154445834	0.435395557	0.288674143	-0.008048256	0.46665514
AT3G24190	-0.152410825	-1.126471636	-0.220884375	-0.099045124	-1.384609396	-0.654342671	-0.115576298	-1.633817343	-0.504889741
AT3G24210	-0.369338227	-0.424557036	-0.59839518	-0.188028958	-1.242939359	-1.380972871	-0.577479453	-0.554013258	-1.014706884
AT3G24230	-0.189360491	-0.570299998	-1.872129976	-1.330727827	-1.303615581	-0.908076818	-1.081897729	-1.999353962	-2.044745457
AT3G24300	-0.388220383	-0.60671561	-0.436609901	-0.468664043	-0.585032832	-1.059598669	-0.40102312	-0.99292169	-0.10875251
AT3G24310	1.08882865	1.796749349	1.981314541	1.775559642	1.320342069	1.265675738	0.207527732	1.971536633	2.859863935
AT3G24350	0.293930875	0.675786048	0.683534997	0.559808708	1.060621534	0.474054084	0.51459442	0.98772031	0.486670405
AT3G24430	0.090000676	-0.709858756	-1.174317213	-0.074556146	-1.042592169	-0.999608703	0.120774396	-1.323045103	-0.725839504
AT3G24460	-0.108199428	-1.504593195	-0.342684234	-0.559840551	-1.959127699	-0.938276199	-0.57964128	-1.936049719	-0.457904969
AT3G24480	-0.368241404	-0.513788689	-0.059395929	-0.367061379	-0.900641904	-0.383173363	-0.574371574	-1.037348536	-0.190837174
AT3G24500	-0.4013292	1.138549794	0.621840048	0.203448531	1.575195298	0.279638752	-0.310697417	1.457631957	0.676134968
AT3G24503	-0.369704704	1.333932644	2.295202807	-0.303614711	1.981886599	1.756139509	-0.152392347	1.717561285	1.30538226
AT3G24518	-0.723290625	-0.847893415	-0.993907124	-0.171841199	-0.32254107	-1.401784615	-0.326003385	-0.995021686	-1.259898437
AT3G24520	-0.639176802	-0.320058044	-0.529971971	-0.390541159	-0.705708589	-1.015538397	-0.354368513	-0.453699961	-0.69000891
AT3G24715	-0.41522267	-0.443494644	-0.620669236	-0.010811311	-1.037686971	-1.261048567	-0.164457265	-0.927535422	-0.681310984
AT3G24750	-0.691827424	-1.057181338	-0.040028953	-0.83556327	-2.226434608	-1.257449134	-1.312121976	-0.784178617	-0.899063728
AT3G24900	-1.155219022	5.604745526	7.345707135	0.724745406	5.963147456	5.533339144	0.917368531	3.799959187	4.487157802
AT3G24982	-0.129554508	0.922209674	6.751794348	1.648922659	2.669614898	4.246741198	2.591963265	0.90201604	2.980553889
AT3G25010	-0.469041746	5.434085002	5.781663503	0.128326706	5.142291607	4.307908242	-0.003790333	2.69150092	4.319812856
AT3G25020	-0.208694396	1.718487204	2.081650903	-0.2273818	1.462091726	2.566574331	-0.25781606	1.343532211	2.227245699
AT3G25070	0.160492522	1.435887693	1.331463359	0.283756312	1.505578456	0.991801646	0.140111479	1.066345013	0.946156045
AT3G25180	2.125334953	-0.86276342	8.715975749	-0.696547166	3.553867802	4.142983043	-1.647469659	0.005504271	1.477668259
AT3G25250	0.58640235	0.877346402	1.762623717	1.396804537	1.390838826	1.870439226	1.496911116	1.542257351	2.031036454
AT3G25290	-0.374269935	-0.8265467	-0.562985298	-0.232966289	-1.157929829	-1.302833757	-0.374297005	-1.273100098	-0.634448237
AT3G25410	0.018908604	-0.846583803	-0.960750781	-0.273933955	-1.06446706	-0.413335834	-0.065283806	-1.203231899	-0.665968443
AT3G25510	0.319865249	1.564334095	1.56371056	-0.086551353	1.402945361	1.404748325	0.265033559	0.790560319	1.644291204
AT3G25590	-0.007785939	-0.768355791	-0.27849546	0.322194327	-0.874608639	-0.465131562	0.035343544	-0.999730966	-0.143127656
AT3G25597	0.556472322	0.706830846	0.601670861	0.812764587	0.147993116	0.421052318	0.196146917	0.56604599	1.210903265
AT3G25600	-0.204931484	1.864907756	1.035529821	0.248880943	1.95080342	1.198410625	0.28806059	1.358537536	0.98473502
AT3G25610	-0.108577677	2.568460005	2.972188398	0.037065081	2.912793945	2.657271774	0.004955401	2.524117769	2.329925881
AT3G25670	-0.413926939	-1.834575505	-1.89892357	-0.622699849	-1.94825948	-1.655372483	-0.574593888	-1.465525798	-1.384191295
AT3G25690	-0.136697506	-0.967736154	-1.304392342	-0.180402691	-1.777116801	-1.325675349	-0.130468052	-2.153705039	-0.804229021
AT3G25700	0.162888168	-0.973663283	-0.711082644	0.405682185	-1.08036758	-0.571647111	-0.339447313	-1.607553243	-0.77612038
AT3G25760	-0.025986356	-0.193463895	-0.467718116	0.208519318	-0.467613968	-1.458548214	0.036443646	-1.301175912	-1.256841753
AT3G25770	0.156551912	-0.658134808	-1.380158165	0.343900638	-1.172200148	-1.160693153	-0.133501813	-1.88348342	-0.976423543
AT3G25780	0.645640773	0.802290474	1.756526956	0.933657948	1.605513858	1.678677466	0.559414149	1.596960021	1.740339109
AT3G25790	-0.791372427	-0.294853067	-0.898536227	-0.368694128	-1.749314694	-1.91129721	-0.434728891	-1.330069847	-1.725540861
AT3G25795	-0.200597037	-1.855217575	-0.59226023	-0.214478939	-2.799927662	-1.029176064	-0.037610608	-3.523896927	0.61044597
AT3G25805	0.109395058	-0.568384155	-0.950937365	-0.122541716	-1.133307701	-0.952166773	-0.019770846	-1.204093727	-0.751405787
AT3G25855	-0.268781633	-0.35657245	0.647238288	0.212906547	-0.187922663	1.545673304	0.419351901	0.039822747	1.239685632
AT3G25882	-0.394630536	2.837559847	3.488206993	0.565275191	3.610463733	3.517403297	-0.111694836	1.738071604	2.957042327
