	Col-0h	Col-12h	Col-24h	28-0h	28-12h	28-24h	60-0h	60-12h	60-24h
AT1G29230	-1.218153281	-1.403626013	-0.097819767	-0.994923923	-1.124660374	-1.471381849	-0.918827694	-2.590260988	-1.902609781
AT1G29290	-0.326758615	2.511770979	2.835741996	0.608199097	3.212610526	3.368191647	0.558200634	2.590548383	3.169643174
AT1G29310	2.455234803	2.221298384	1.82473302	2.429944548	2.596884445	1.760476766	1.642471239	2.31755135	1.505182273
AT1G29390	0.267865018	-0.420505294	-1.1644329	-0.261837292	-0.688365915	-0.911202133	0.188337876	-0.553434181	-0.363372259
AT1G29395	0.551870958	-2.153821298	-3.407587747	-0.49331063	-2.704129699	-2.175220828	0.214973595	-0.840050542	-1.115949309
AT1G29430	-0.21545021	-0.413423932	-1.970372075	-0.97038488	-1.297881928	-1.62261383	-0.888982006	-1.917632257	-1.075809756
AT1G29440	-0.150750171	-0.184714368	-1.842751925	-0.715009896	-1.325260336	-1.71402733	-1.051068367	-2.100106819	-1.538713657
AT1G29450	-0.475211973	-0.947615158	-1.547359474	-1.002332653	-1.312792079	-2.506229922	-1.210692565	-2.917118653	-2.118524871
AT1G29460	-0.84709408	-0.131682907	-1.404053788	-0.57863063	-1.460172399	-1.993894667	-0.782524	-2.496583945	-1.17399206
AT1G29500	-0.825680362	-1.574662239	-1.67740386	-0.870443868	-1.786017295	-2.19793294	-1.754249717	-1.710921819	-2.670657854
AT1G29510	-0.799994817	-0.366099891	-1.813946854	-1.452651713	-1.78914371	-2.22935452	-0.842385116	-1.808070153	-2.241106183
AT1G29530	-0.375362792	-1.241835681	-0.640160715	-0.261410879	-1.366539145	-0.637586113	-0.285353867	-1.386439135	-0.563350513
AT1G29600	-0.126635117	-1.253583142	-1.333602556	-0.088707695	-1.607641859	-1.199593309	0.571948247	-1.125725398	-0.861239786
AT1G29660	-0.453154949	-1.299747574	-1.004898515	-0.542024206	-2.311548717	-1.572246588	-0.656996315	-3.300743627	-0.6221767
AT1G29670	-0.257403666	-0.838727447	-1.34483564	-0.518782933	-1.831647113	-1.552061832	-0.766149083	-1.927543807	-0.961773542
AT1G29690	-0.221266688	1.739919342	1.198087643	-0.175211263	2.036444089	1.095217789	0.02100573	1.722274932	0.770126557
AT1G29700	-0.191769382	-0.966252727	-0.514609261	-0.058953223	-1.290649678	-1.230999461	0.08790605	-1.686767875	-0.663822877
AT1G29720	-0.352007941	-0.690602287	-0.434689939	-0.850612767	-1.655028312	-1.761129168	-0.349019855	-2.382098271	-1.047524444
AT1G29730	-0.437515427	-0.240363377	-0.363953755	-0.629915952	-0.654505861	-0.545525667	-0.73735545	-1.040370766	-0.192162762
AT1G29860	-0.436828104	3.495268136	2.036906355	0.210863394	3.045149723	1.462369358	-2.423747338	3.287561876	2.094148293
AT1G29910	-0.506418412	-0.949996773	-1.985533613	-0.43773691	-1.047086789	-1.580292973	-0.124259455	-1.197955639	-1.221337633
AT1G29920	-0.634517437	-1.44248898	-1.149503261	-0.680978047	-1.508826763	-1.370388373	-0.2375593	-1.994129158	-1.040709167
AT1G29930	-0.454462789	-0.793842717	-1.731432975	-0.304144004	-0.865546187	-1.377907646	-0.14057596	-1.051644884	-1.213733934
AT1G29970	-0.004456919	0.7577119	0.795437738	-0.061307886	1.048140375	0.488258857	0.143743445	1.171343337	0.24727291
AT1G30100	-0.095131534	1.414065104	2.655352826	-1.009896275	1.738469919	2.453155664	-0.548698788	2.564902985	0.0201453
AT1G30120	1.122013907	0.087107196	0.389229625	0.742113122	-0.051073487	-0.471735445	1.00099853	0.323844023	-0.327715748
AT1G30140	-0.694411326	-1.594622089	-0.922984632	-0.922891813	-2.624778339	-2.25463898	-0.417734729	-2.735297744	-3.219569487
AT1G30220	0.452440749	2.468530872	2.275988702	0.338218202	3.258187789	3.208498587	0.420248441	2.308817973	1.589378814
AT1G30270	0.180873049	0.8267855	0.630191702	0.094993811	0.927381266	0.614799687	0.084595048	1.101458058	0.568134445
AT1G30280	0.025166618	-0.598072735	-1.038666366	-0.090398395	-0.607293489	-1.113430302	-0.252287952	-0.306012748	-0.821590536
AT1G30360	-0.658870053	-0.673938648	-1.034702134	-0.715178374	-1.10486135	-1.267233312	-0.685306298	-1.137539179	-0.973649662
AT1G30370	-0.635635835	2.216159916	0.608627379	-0.454002985	2.17217148	-0.119573873	-0.255265678	0.314254104	0.227667705
AT1G30380	-0.229253406	-0.660130626	-1.610728322	-0.368889493	-0.790338153	-1.43704923	0.056687285	-1.197277404	-1.052276566
AT1G30420	0.289226939	1.44889977	1.283263136	0.139192383	1.655326771	1.665428542	0.152935308	1.886994905	1.65516611
AT1G30450	0.079515798	0.663289155	0.739569806	-0.023315095	1.211639663	0.886823251	-0.113143273	1.310238142	0.539027535
AT1G30510	-0.045733934	-0.512454707	-0.601297647	0.045103511	-1.03046113	-0.714435474	-0.08345381	-1.199159314	-0.090308585
AT1G30520	-0.195330269	-0.939876628	-1.141344667	-0.585593428	-1.128934336	-0.825461429	-0.088689492	-0.963396491	-0.755470549
AT1G30530	-0.178409577	-1.271123344	-0.199461018	-0.251959208	-1.715163049	-0.210402275	-0.107905796	-1.994339821	-0.367326878
AT1G30620	0.058285159	1.739749223	2.637353642	-0.128675935	2.6011708	2.812599892	-0.067113754	2.99695742	2.071941515
AT1G30640	0.721181354	1.389904468	1.133002093	1.309677359	1.557441065	0.974566134	0.52474943	1.088813655	0.947867293
AT1G30660	0.258703221	0.906999274	1.54234634	0.651375649	2.090722182	2.625137551	0.81861303	1.687321355	1.475720618
AT1G30690	-0.419570582	-0.98617675	-0.750408875	-0.33117357	-1.092343252	-0.771357988	-0.178327995	-1.08121881	-0.655291004
AT1G30700	-0.488358058	0.443392658	1.347750479	0.224426695	1.120076083	0.482379688	-0.493769566	1.25887971	1.276364259
AT1G30720	-0.403261205	1.48585246	1.06696473	-0.322289943	2.032979985	0.179244517	-0.330840426	1.382805884	0.118149752
AT1G30730	-0.414859622	1.263391989	1.146995411	0.120813501	1.681105224	0.526089878	-0.312345287	1.152991846	0.223502633
AT1G30750	-2.121744829	0.070651025	-0.497425802	-2.448833966	-0.583071776	-2.091298842	-1.943139914	-0.8061742	-1.194466631
AT1G30755	-0.06596597	2.53891959	1.640007804	0.160903508	2.580960852	1.332294037	0.001266783	1.976085147	0.999634578
AT1G30757	-0.003057846	2.594841747	1.291928732	0.333858886	2.733596209	0.95829455	-0.070113405	1.647329303	0.756776004
AT1G30760	-0.809632344	-0.307714473	-0.571649891	-0.746517182	-0.569109823	-0.543385361	-0.748273006	-1.0941676	0.334177756
AT1G30850	-0.094124739	0.11889813	0.093491255	-0.936546119	-0.804685188	-1.490910748	-0.217336422	-0.452894717	-0.488238835
AT1G30870	-0.81364837	-0.398604259	-0.47937913	-1.240854134	-2.85491363	-1.784048433	-1.048035829	-2.058880389	-1.146849029
AT1G30890	0.102201318	0.717245523	0.568346507	0.135229355	1.24107632	0.487898136	0.089886502	0.981413303	0.365847834
AT1G30900	-0.105010528	2.153905057	2.46324659	-0.048341911	2.41357478	1.900264183	-0.035171759	1.626903355	2.074374862
AT1G30990	-1.816274764	-0.34046375	-0.555643973	-0.877808655	-1.541618362	-0.946727324	-0.906679513	-1.200452928	-1.258481307
AT1G31130	0.135293887	1.766118877	1.517572984	0.347851455	1.672127275	1.521429885	-0.051094309	1.764772511	1.667639383
AT1G31173	-0.299432543	-1.171972704	-1.930814533	-0.634884991	-2.726929902	-1.530099677	-0.304632987	-2.891448034	0.395641356
AT1G31190	-0.052149703	-0.676754607	-0.699042011	0.053140558	-0.948223348	-0.734199527	0.088064843	-1.273305602	-0.597826978
AT1G31230	0.05384357	-0.657299207	-0.256301548	0.000656686	-0.739935649	-0.102844875	0.035955214	-1.004011514	-0.191671006
AT1G31280	0.177394969	0.662790219	0.793460492	0.585273611	1.16487126	0.784114409	0.16494992	0.935919998	0.290692749
AT1G31290	0.236908088	0.702394056	-0.502689595	0.759424552	2.096894577	0.082659042	0.280999037	0.540601044	-0.664896011
AT1G31320	-0.386580115	-0.633678848	-0.186623781	-0.449447735	-0.568343206	-0.81652545	-0.136455761	-1.339780487	-0.188628843
AT1G31330	-0.571806436	-0.796238821	-1.684225904	-0.296168978	-0.971432947	-1.715649563	-0.084631102	-1.153822177	-1.279346404
AT1G31540	0.141510475	1.534876635	1.900103546	0.323890866	1.366562204	1.545149143	-0.025920329	1.13737672	1.766765475
AT1G31550	0.150179103	0.654954162	1.50987248	-0.074850863	0.963757195	1.752402609	0.035798639	0.943935097	1.979722693
AT1G31580	-0.283344415	1.530218332	2.425904154	-0.642767831	1.098245423	2.827499785	-0.027435874	0.554750161	2.956501796
AT1G31690	-1.211852324	-1.394274039	-2.514049065	-0.911263811	-3.01846526	-1.583357085	-0.740375103	-2.670734155	-0.659098043
AT1G31770	-0.149670563	-0.71214269	-0.684479865	-0.273381266	-0.820885267	-0.461470548	-0.143591633	-1.226369406	-0.810703629
AT1G31800	0.156943188	-0.561744211	-1.107563231	-0.021524063	-1.110516786	-0.893435466	0.040433486	-1.301030271	-0.754932265
AT1G31820	0.187601247	0.070360375	1.173383562	-0.039782423	0.444606189	0.349255444	-0.172665071	-0.199470143	0.484865111
AT1G31860	0.076361347	-0.426380364	-0.420090125	-0.015013632	-0.70720353	-0.557606437	-0.096677601	-1.067437024	-0.518039969
AT1G31880	0.479739938	0.172605388	0.577352618	-0.222034145	0.368267406	1.097488754	0.087932853	0.608839237	0.198218716
AT1G31920	-0.202139827	-0.865667649	-1.078679972	-0.767963021	-1.332396335	-0.750439558	-0.301230746	-1.670457791	-0.657757547
AT1G31930	-0.110094128	0.796290613	0.807332	0.057264947	0.999639176	0.562129254	-0.081934731	1.284479059	0.589459954
AT1G31950	-0.243857523	-0.424824554	-0.478267665	-0.432444771	-0.946020633	-1.118577814	-0.833634521	0.327664457	-1.030091203
AT1G32060	-0.174184139	-1.05608879	-1.256292922	-0.162956404	-1.708060086	-1.44847407	-0.086711069	-2.012534033	-0.930381036
AT1G32080	-0.277045919	-0.5963386	-1.517196839	-0.920892875	-1.16249408	-1.558380167	-0.584196784	-1.416401249	-1.065064966
AT1G32170	-0.638718749	0.787437852	1.168804124	-0.50222989	0.877676817	0.493215049	-0.300647575	0.73823767	0.715123488
AT1G32190	-0.008047936	-0.321727315	-0.559232485	0.081156355	-0.464813193	-0.442962178	-0.14523861	-0.528166741	-1.05171359
AT1G32200	-0.042305755	-0.828404349	-0.77599443	-0.252783624	-1.28268347	-0.597996909	-0.012897807	-1.308794562	-0.51344665
AT1G32220	0.128792417	-0.54043255	-0.994789027	0.000255664	-0.947075624	-1.296757468	0.139601497	-1.373870366	-0.909879468
AT1G32230	0.211564604	0.902213922	0.660594911	0.334217276	1.07061244	0.774502757	0.288817072	1.067892133	0.670924763
AT1G32350	0.971894046	5.473573022	9.357647821	2.519926389	8.084984962	8.932507822	5.509001056	6.786407236	9.571142283
AT1G32440	-0.009259169	-0.464103713	-0.520840135	0.098706262	-0.894307539	-0.844228646	-0.160198579	-1.496038276	-0.760813678
AT1G32450	-0.066096197	0.096247357	-0.46179007	0.123819282	0.872443859	0.386823568	-0.011259612	1.731212483	0.688070784
AT1G32470	-0.05546364	-0.759523151	-1.394914067	-0.218041755	-1.185946949	-1.40039839	0.003294788	-1.659121092	-0.993207946
AT1G32510	1.315231996	0.070151175	0.29949139	0.136072201	0.080815566	1.217535998	-0.463889816	1.215060993	2.707566947
AT1G32520	-0.099546553	-0.834405709	-0.555421877	-0.254420516	-1.149965848	-0.65528514	-0.054721026	-1.375613879	0.016426147
AT1G32690	-0.037662605	0.772472314	0.584957505	-0.140184684	1.114278427	0.575659101	0.229855548	0.874606754	0.559730291
AT1G32700	0.146794697	1.690156098	1.234128125	0.30633336	1.560950125	1.086821953	0.206293934	1.198535292	1.002983169
AT1G32780	-0.104351511	-0.891670909	-0.675158798	0.345225338	-1.25525553	-1.268863783	-0.306932945	-1.725077076	-1.316629437
AT1G32790	0.396597547	0.67698125	0.41632397	0.388615063	1.045967637	0.38693384	0.411356369	0.794580175	0.126424626
AT1G32870	0.667490575	0.841463439	1.222414834	1.24343536	1.657833487	1.728531335	0.968912485	1.359815266	1.198883073
AT1G32900	0.016605022	-2.223885591	-0.530422061	-0.035167068	-2.960002045	-0.638955469	-0.325444718	-4.063583981	-0.566844677
AT1G32910	0.614344464	2.942493803	2.407749678	0.323595357	4.898978132	1.965588156	-1.060802598	3.874192063	2.364654725
AT1G32928	-0.499020768	0.774502025	0.175196643	-0.825420584	1.35604459	0.648836487	-0.255767564	0.797032527	0.012293226
AT1G32940	0.137569907	1.385827878	3.580473598	0.155556244	2.042191111	2.784545668	0.357793133	2.3699546	2.735986706
AT1G32950	-0.288219535	0.273072422	1.54744631	-0.239626824	1.204955559	1.680383038	-0.636230155	1.312141623	2.208522385
AT1G32960	1.161986296	6.369932343	7.855563973	1.927894173	7.066544044	8.101336042	1.839479511	5.853553073	6.030201142
AT1G32970	7.681808736	1.704212851	-0.147217852	7.444998537	2.220595598	3.603266211	8.19505668	2.16554417	3.344881177
AT1G32990	0.183857458	-0.182523096	-1.162047194	-0.041780988	-0.795037591	-0.926005909	-0.057972677	-0.878528999	-0.711183064
AT1G33030	0.51467099	4.473013719	3.517979093	1.417029016	4.395177989	2.918699424	0.799620627	3.721997383	2.004664583
AT1G33050	0.258730517	0.790561527	0.636330947	0.215026619	1.246463646	0.825354205	0.283689672	1.276040548	0.52049701
AT1G33090	-0.179628935	-1.125919447	-0.201913775	-0.943174642	-4.559652189	-1.197607003	-0.965708836	-3.876614957	0.018464507
AT1G33100	0.643355816	-2.409396078	-0.437626917	-0.203145618	-2.658428668	-2.358510347	-0.173541749	-2.458735864	-2.52847977
AT1G33110	0.102359778	0.106771746	1.087234443	0.134328537	0.423037811	0.777034894	0.406185463	0.423775397	0.488847533
AT1G33170	-0.01837713	-0.900038158	-0.767398347	-0.250920875	-1.595930162	-0.816332429	0.017988183	-1.342413248	-0.376985822
AT1G33240	-0.146041433	-0.473252066	-0.637475415	0.144363967	-1.300226586	-1.04096093	-0.288814579	-1.42714534	-0.2577074
AT1G33280	-0.170188328	-0.161564588	-0.89796192	-0.36462816	-0.69240368	-1.512715698	-0.624968006	-0.254533866	-0.670362024
AT1G33340	-0.411528556	-0.704768106	-1.125193052	-0.854892214	-0.390028436	-0.674303568	-0.648990939	-0.473142328	-1.072088669
AT1G33390	-0.051978476	1.164998371	1.029340949	0.024237944	1.331070631	0.991566206	-0.034012443	1.159921526	0.536137653
AT1G33420	0.173645513	0.632133431	0.630055402	-0.044206262	1.143560118	1.130671597	0.062497666	1.182811066	0.743090926
AT1G33440	-0.708008542	-1.057588571	-1.784049732	-0.704366866	-1.708759989	-1.684366027	-0.499672244	-1.677777033	-1.827027237
AT1G33540	-0.917071428	-0.94749458	-1.652147967	-0.991318606	-2.165969188	-1.387255188	-1.682274915	-1.516285409	-0.223190854
AT1G33560	0.292427823	1.336371328	1.49689423	0.219252592	1.302321232	1.14683856	0.01004485	0.836452198	0.94945963
AT1G33600	-0.557296034	1.087384164	1.909396044	-0.868050875	1.198869817	1.490241837	-0.75590334	0.963649696	0.69604708
AT1G33612	-1.031618847	-0.219620568	0.227901876	-1.944229423	-1.330466879	-0.999293753	-1.331540398	-0.804492253	-0.462365163
AT1G33700	-1.593697147	-0.05121161	-0.10718415	-1.250429642	-1.257226995	-0.57415706	-0.429764208	-0.201775021	-0.161525199
AT1G33730	1.703280504	3.423632471	4.604526947	1.027372345	5.199928591	7.492975708	1.174656846	5.264240477	6.472391271
AT1G33770	1.902299124	-0.227546852	1.078558377	0.859053472	1.211682297	1.554547268	-0.096419435	0.809355173	1.804067958
AT1G33790	0.029519505	0.285099166	0.507202404	-0.144646861	0.876697499	1.855006165	-0.086837431	0.313130407	0.81517602
AT1G33800	-0.161890315	-0.261739385	-0.352091045	0.019838994	-1.025936886	-0.88555153	-0.400594026	-0.653442469	-0.641255442
AT1G33810	0.144834723	-0.726312879	-0.657184792	-0.304259359	-0.8814072	-0.456873822	0.017931806	-1.050095942	-0.404552638
AT1G33811	-0.272400488	-0.477307389	-0.797341985	-0.468842631	-1.190848959	-0.992956923	-0.499497623	-1.51800157	-0.801540505
AT1G33910	-0.62765562	1.809690436	0.754497207	-1.189846763	1.320773369	-0.421999996	-0.708282131	1.647152728	0.928950627
AT1G33950	-4.890835546	2.522808798	4.650285303	-1.610567146	3.398525438	6.108512474	-1.020677962	1.711130918	4.012101695
AT1G33960	-1.395749298	3.262184698	5.089721142	-0.997630954	4.19113099	5.128379285	-0.371716508	1.176029546	2.801655895
AT1G34040	-0.793966873	-0.167879639	-0.308430416	-0.873012895	-0.767090052	-1.363404892	-0.837844225	-1.165733818	-0.456222239
AT1G34180	0.352068146	2.731716305	2.903572212	0.422724032	2.667013361	2.556038373	0.326336399	1.728877018	1.7761246
AT1G34220	0.697283984	0.953125227	0.844315589	1.031020699	1.363330583	0.934989316	0.73378816	1.498888714	0.636942482
AT1G34260	0.482476833	0.880264244	0.307697243	0.946102139	1.04636009	0.288368783	0.270565079	0.743799554	0.232057845
AT1G34300	0.064709682	0.903554419	0.710859291	0.10627845	1.063504169	0.524831598	0.20952522	1.116426693	0.378334129
AT1G34315	0.099628749	0.505611028	0.321893297	-0.179819562	0.45852867	0.261851678	0.173484905	1.024845328	0.605322155
AT1G34420	-0.199092923	2.492112583	2.234358991	-0.272563406	2.443065555	1.549276648	-0.305632112	1.38939337	1.620446288
AT1G34510	-0.655166663	1.034236635	1.909765041	-0.717847757	-2.592098135	-0.81260254	-0.203315253	-0.860163016	1.31702287
AT1G34570	-0.083775728	-0.682658593	0.014130801	-0.093480888	-1.037381296	-0.124459324	-0.06176761	-1.102388022	0.156310826
AT1G34580	-0.41147579	-2.497824897	-1.521005236	-1.197629299	-3.210036726	-1.28994021	-1.159775366	-3.417016927	-0.910061635
AT1G34640	-0.559715256	-0.518631258	-0.601493187	-0.302535442	-0.763471685	-0.520680622	-0.290699686	-0.999197954	-0.356557226
AT1G34750	-0.270910492	2.429975201	1.96252694	-0.40460181	2.213115389	1.485219811	-0.479774713	1.350831412	1.577487183
AT1G34760	-0.291328993	-0.428152964	-1.187185505	-0.218762396	-1.058527222	-1.639594233	-0.323238864	-1.304442742	-0.738179079
AT1G35140	-0.463883266	-1.042292641	2.206964303	-0.121546675	-0.186205265	1.762755336	0.103110802	-0.644639507	1.834878656
AT1G35210	1.203221655	4.844174531	2.536788663	0.454837958	3.393819832	3.704132349	0.263257591	2.871298166	3.070246816
AT1G35230	-1.031251946	3.103508565	6.170569693	-1.322304525	3.373074266	4.779825413	-0.77895961	2.924218719	4.461407672
AT1G35290	-0.105793455	-0.485720407	-0.338571675	-0.572093051	-0.584090972	-0.522042851	0.011716313	-0.800448517	-1.063807439
AT1G35310	-0.190673438	0.153798382	-0.002081639	-0.194117331	0.457216273	1.273901971	0.047582778	-1.062000466	0.377280204
AT1G35330	-0.997538645	-0.323929849	0.363294068	-0.71039803	-0.58037067	-1.170590192	0.374502694	-0.328346921	-0.327404031
AT1G35350	0.460784224	1.84677997	1.105151225	0.616227566	1.768198797	0.726039902	0.207425071	1.04588619	1.201875098
AT1G35420	-0.178434012	-1.09878054	-1.054775989	-0.03900128	-1.523125301	-1.176633184	-0.071254986	-1.680628456	-0.741800786
AT1G35560	-0.324306151	-0.99843832	0.201227685	-0.120158149	-1.101187762	-0.612235846	-0.507146457	-1.330698494	-0.333971919
AT1G35670	0.049200142	0.767403385	0.733664966	0.035044044	1.055340364	0.627122809	0.106930048	1.147558289	0.469539913
AT1G35680	0.041881717	-0.317666182	-1.047407434	-0.141744847	-0.712241755	-0.921877955	-0.013344202	-0.906893966	-0.690139063
AT1G35710	-1.37333137	4.274688749	4.875673745	-2.272725349	3.73945371	3.915942646	-1.421624472	1.216967923	4.086465689
AT1G35910	1.499957204	0.902555226	1.836546449	1.802031915	2.31553202	3.438321838	1.862180849	2.999281686	2.846243151
AT1G36060	-0.872350307	-0.912594291	-0.293124804	-0.800838084	-1.061835178	-0.67873853	-0.57215425	-0.917554403	-0.826243492
AT1G36180	1.396859801	1.065569987	-0.089908772	1.747809479	2.946061966	2.142032654	0.046043137	0.499355045	-0.378930873
AT1G36622	-0.635593257	2.874252441	4.402537824	-0.765194638	3.235545658	2.910730742	-0.377796178	2.348794349	2.756104118
AT1G36640	-0.830807335	2.908880522	3.588777232	0.243165144	3.091629982	1.868624489	0.357925335	3.507060161	2.547763334
AT1G38131	0.174829318	-0.429068037	-1.048784647	-0.066756294	-1.26223205	-0.575119058	-0.488333596	-0.940709007	-0.265953562
AT1G41830	-0.518778827	-1.019972104	-0.6131997	-0.491234192	-1.585732349	-1.045713947	-0.682453602	-1.411540026	-0.750223181
AT1G42480	1.085428433	1.697914885	1.442872571	0.320046767	1.09972473	0.695280849	0.917216901	1.947587985	0.948789174
AT1G42550	-0.374300626	-0.934560432	-0.49661426	-0.245236986	-1.065847428	-0.704380091	-0.16603079	-1.380663459	-0.772962492
AT1G42970	-0.062925832	-0.947194145	-1.296941861	-0.126591384	-1.368985947	-1.538669001	0.064038306	-1.863410639	-1.004053607
AT1G42990	2.546809336	3.021883297	2.834949031	2.941308583	3.631434471	2.621032798	1.779332044	2.540601693	2.094936408
AT1G43000	2.259353778	5.814724946	3.673576556	1.884796636	4.786313912	4.255442537	1.748316565	3.659532745	2.447632931
AT1G43020	-1.849431808	-0.242947266	-0.465967227	-2.48475063	-0.590027434	-2.267587827	-1.3975375	-0.781556637	-1.055106542
AT1G43130	0.099128581	0.986280282	0.458910268	0.049096578	1.010993482	0.478549243	0.14261723	0.993374126	0.441577416
AT1G43310	-0.644066816	1.582654748	2.859652379	0.439821559	2.417264815	3.850822638	1.336669946	2.566761461	2.314213103
AT1G43560	0.026207372	-0.480003863	-1.158843404	-0.164059193	-0.738245208	-0.775428592	0.203699528	-0.865711187	-0.720242922
AT1G43650	-0.191843906	-0.189832099	-0.275601819	-0.180723701	-1.029632739	-0.70683378	0.051378265	-0.937839783	-0.765466511
AT1G43670	0.001944331	-0.656298235	-1.175455182	0.070278008	-1.348859	-1.390847862	-0.008405947	-1.418425975	-0.821445041
AT1G43800	-1.73565776	-0.202567554	0.283975869	-1.555538657	-0.027865017	0.863738866	-2.380421983	0.411616377	0.375879573
AT1G43910	1.147992666	2.056388009	2.921931429	1.278262265	2.921166364	3.601359521	0.792168513	1.439816358	3.089656375
AT1G44000	0.062798103	-0.602835207	-0.509544294	-0.259588835	-1.240386915	-0.682129218	-0.063396915	-1.215075179	-0.208180772
AT1G44050	-0.541850961	-0.325300867	-0.159812765	-0.506468527	-1.201676085	-1.045344511	-0.68414984	-1.619197993	0.254295841
AT1G44130	0.632280782	6.383556662	7.564739673	0.791795515	7.334938395	7.619050263	0.504924823	5.653677822	6.453719216
AT1G44160	-1.185184333	0.13926225	0.110495349	-0.231732803	0.662692337	-0.999757821	0.310156122	0.364398838	-0.11855757
AT1G44350	0.01921319	0.641225102	1.876521728	-0.230863172	2.381013848	1.418474389	0.493216297	1.232922992	0.721275695
AT1G44446	-0.176669869	-0.876677908	-0.71978124	-0.364562933	-1.216242527	-0.721605564	-0.085733066	-1.525640244	0.000491227
AT1G44575	-0.366900559	-1.157298395	-0.97454953	-0.314092789	-1.523128457	-1.34468349	-0.199402932	-2.012224445	-1.18668738
AT1G44608	-1.045837377	-0.415155941	-0.072525187	-0.565687179	-1.821239624	-2.179168058	-0.427747815	-0.862817046	-1.177436748
AT1G44890	0.025416305	0.477335697	1.070775396	0.213889404	0.692317397	1.098502975	0.174151362	0.676800966	0.485128378
AT1G44920	-0.247001491	-0.918538951	-1.063157235	-0.244528709	-1.484446046	-1.063478633	-0.250246795	-1.665938195	-1.000699922
AT1G44970	-1.792137159	0.258280856	-0.201171137	-2.916483202	0.16943661	-1.362565372	-1.948068649	-0.56798905	-0.796723994
AT1G45010	0.006161969	-1.213565115	-0.665370424	-0.771210451	-1.913906941	-0.863419642	-0.438499498	-1.795419506	-0.306620679
AT1G45145	-0.097396211	-0.143032842	1.542860282	-0.212407814	0.846013539	2.258890287	0.098268215	1.270256385	1.931038893
AT1G45163	-0.295210687	-0.705602035	-1.077699193	-0.134557205	-0.375417951	-0.577297011	0.113356983	-0.367533688	-0.485882435
AT1G45191	-0.568803132	-3.101398554	-0.46787972	-0.945327229	-3.609434656	-0.783537879	-1.028824666	-4.543081982	-0.713183016
AT1G45201	-0.229908898	-0.798443031	-0.634780926	-0.512330513	-1.533064296	-0.925172152	-0.156077676	-1.728010411	-0.545621777
AT1G45230	0.003546314	-0.839226629	-0.564814118	-0.034217033	-1.068606935	-0.435820128	-0.012104212	-1.22603222	-0.422544907
AT1G45474	-0.091579527	-1.02436131	-1.144560421	-0.350147808	-1.22881673	-1.231146903	0.072584147	-1.592021132	-1.048151924
AT1G45545	-1.171319404	-0.052505297	0.072401281	-0.28694623	-1.973222658	-1.31078709	-0.313942363	-1.292975047	-0.651678127
AT1G45616	0.479129003	-1.611034366	0.07514564	0.060677619	-2.453342469	0.524315276	-0.210354482	-3.043473972	0.233434637
AT1G46480	-0.201164548	-0.671356393	-0.209973234	-0.227998732	-1.376440115	-0.803278418	-0.177657693	-1.040096466	-0.374638338
AT1G46768	-0.740773024	-1.035522132	0.391935721	-0.255514131	-0.244254563	-0.410360013	-0.328556228	-1.213919855	-0.785714535
AT1G47370	0.133202404	-0.795620075	-0.066447411	-0.081101107	-1.596829861	-0.628562768	-0.70082399	-2.878384722	-0.560861236
AT1G47395	0.140451611	-0.926647644	-1.110108092	-0.773656193	-0.590100162	0.008623156	-0.055011602	-1.848538144	0.023712581
AT1G47400	0.223399974	-0.82605882	-1.517001122	-1.148747138	-0.80629914	0.046383859	0.093590083	-1.877037044	0.136420798
AT1G47480	-0.70151566	-0.338986437	0.025717914	-0.171075415	-0.431704774	-0.880083988	-0.393667574	-1.009931105	-0.374294788
AT1G47510	-0.361371458	0.764982561	1.3908672	0.243052605	0.735456395	1.981238363	-0.041595212	2.145733864	3.587108175
AT1G47550	0.383096368	0.650977143	0.74694119	0.43236983	1.272998985	1.100065327	0.373482041	1.332717345	0.71054876
AT1G47560	0.149316002	0.850598036	1.738484588	-0.276772159	1.177686061	2.100885908	-0.009347141	2.036308607	2.010803711
AT1G47580	-0.218745275	-0.876010965	-1.234539345	-0.192244003	-1.450296957	-1.414705208	0.004729424	-1.941831748	-1.115158375
AT1G47600	-0.60075821	-0.264876389	-1.292202815	-1.126035502	-2.652896236	-2.212546287	-1.108393382	-0.815526934	-1.739942237
AT1G47655	-0.286230039	-1.178796788	-0.864381131	-0.078619003	-0.836742758	-1.370837415	-0.33560222	-0.512756055	-0.861324181
AT1G47710	0.134310043	0.794168425	0.707153045	0.34659999	0.938674287	0.761020797	0.152421785	1.008997326	0.581508079
AT1G47750	0.167646896	0.759411707	0.756431903	0.289060068	1.089154416	0.824014249	0.174018961	1.06919531	0.346433773
AT1G47890	-3.025970823	5.241607254	5.274829297	0.351690826	4.391296882	4.778841591	0.837563633	3.985786874	4.246573116
AT1G48000	0.007157465	0.974367838	2.407978296	0.303987459	0.725407472	1.737366178	0.069022628	1.143632811	2.020699035
AT1G48210	-0.156254448	1.181577408	0.745557489	0.069977732	1.120157172	0.828925004	0.064753371	0.667932379	0.610725987
AT1G48315	0.182188982	-0.292030121	-0.779323693	0.011224081	-0.855989808	-0.840831085	0.242992432	-1.068175422	-0.514850408
AT1G48320	-0.232498236	0.981636648	0.90497123	-0.360322828	1.050502286	0.75776783	0.179503062	0.653320347	0.376407707
AT1G48350	-0.010632287	-0.610320955	-1.019679064	-0.251000647	-0.53792969	-0.990713851	0.185462124	-0.839325706	-0.921872215
